vrsta,otok,spol,prehrana,dob,zdravlje,godina,kljun_duljina,kljun_dubina,peraja_duljina,masa,visina
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2022,33.1,18.3,184,4622,66.22
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2022,25.6,19.7,197,4593,65.93
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2022,39.7,18.7,211,4409,64.09
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2022,22,15.8,203,5112,71.12
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2022,32,17.4,211,4357,63.57
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2022,30,13.6,172,2893,48.93
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,28.8,12.9,161,3055,50.55
Chinstrap,Dream,zenka,roditelji,pilic,pretili,2022,31.2,14.5,164,3717,57.17
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,37.9,17.1,174,3260,52.6
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,24.5,19,179,3045,50.45
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,30.6,18.1,181,3370,53.7
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,32.4,16.9,168,2967,49.67
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,31.7,16.8,184,3099,50.99
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2022,28.8,15.8,152,2736,47.36
Chinstrap,Dream,zenka,roditelji,pilic,pretili,2022,36.8,15.8,170,3519,55.19
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,31.4,18.8,180,3150,51.5
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,30.9,17.2,184,2995,49.95
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,33.4,16.4,183,3362,53.62
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2022,30.9,12.5,184,2938,49.38
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,29.8,17.5,177,2953,49.53
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2022,28.3,17.5,174,3105,51.05
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2022,40.8,14.8,156,2901,49.01
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,38.6,17.3,188,3632,56.32
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,41,15.7,197,3724,57.24
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,35,14.8,189,3803,58.03
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,31.8,17.9,192,4031,60.31
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,38,19,174,3768,57.68
Chinstrap,Dream,muzjak,roditelji,pilic,pothranjeni,2022,33.6,15.2,189,3392,53.92
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2022,40.3,11.9,187,4134,61.34
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,33.3,18.2,203,3788,57.88
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,34.4,15.8,201,3634,56.34
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2022,41.4,15.5,209,4353,63.53
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2022,36.4,15.1,209,3861,58.61
Chinstrap,Dream,muzjak,roditelji,pilic,pothranjeni,2022,34,16.5,195,3468,54.68
Chinstrap,Dream,muzjak,roditelji,pilic,pothranjeni,2022,41.2,18.1,183,3379,53.79
Chinstrap,Dream,zenka,lignje,odrasli,pothranjeni,2022,48.3,19.5,219,4489,64.89
Chinstrap,Dream,zenka,lignje,juvenilni,zdravi,2022,43.6,20.2,184,4064,60.64
Chinstrap,Dream,zenka,lignje,odrasli,pothranjeni,2022,43,19.6,186,4398,63.98
Chinstrap,Dream,zenka,lignje,odrasli,zdravi,2022,29.7,20,181,4972,69.72
Chinstrap,Dream,zenka,lignje,odrasli,pretili,2022,31.6,19,223,6071,80.71
Chinstrap,Dream,muzjak,lignje,odrasli,zdravi,2022,42.1,22.3,253,6180,81.8
Chinstrap,Dream,muzjak,lignje,odrasli,zdravi,2022,48.9,21.6,254,5921,79.21
Chinstrap,Dream,muzjak,lignje,odrasli,zdravi,2022,44.6,23.3,234,6403,84.03
Chinstrap,Dream,muzjak,lignje,juvenilni,zdravi,2022,40.4,17.1,224,4811,68.11
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,42.3,22.5,251,6816,88.16
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,58.9,22.3,245,7314,93.14
Gentoo,Biscoe,zenka,riba,juvenilni,zdravi,2022,65.1,18.5,221,4695,66.95
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,55.3,20.7,226,7189,91.89
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,57.3,21,199,5554,75.54
Gentoo,Biscoe,zenka,riba,juvenilni,zdravi,2022,53.8,19,202,4218,62.18
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,49,17.1,225,5655,76.55
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,40.3,18.2,201,6443,84.43
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,72,24,283,6803,88.03
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,63.4,18.3,270,6961,89.61
Gentoo,Biscoe,zenka,riba,odrasli,zdravi,2022,47.2,23.6,222,6012,80.12
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,58,21,257,6135,81.35
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,58.4,16.3,205,5225,72.25
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,51.4,20.6,230,5493,74.93
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,63,19.6,233,6748,87.48
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,59.9,21.2,261,7795,97.95
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,58.1,15.3,216,5234,72.34
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,54.4,23.7,247,7973,99.73
Gentoo,Biscoe,zenka,riba,odrasli,zdravi,2022,46.9,20.4,235,5445,74.45
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,47.4,19.8,245,6435,84.35
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,48.8,19.4,228,5474,74.74
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,59.7,20.8,221,5252,72.52
Gentoo,Biscoe,zenka,riba,odrasli,zdravi,2022,54,20.6,246,6055,80.55
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,67.5,22.7,214,7737,97.37
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,38.6,18.9,221,5858,78.58
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,56.5,21.2,261,7395,93.95
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,55.4,19.4,242,7259,92.59
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,57.4,21.1,228,5055,70.55
Gentoo,Biscoe,zenka,riba,juvenilni,zdravi,2022,42.4,20.3,231,4431,64.31
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,45.4,20.1,219,5429,74.29
Gentoo,Biscoe,zenka,riba,juvenilni,zdravi,2022,52,21.1,201,4820,68.2
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,46.4,18.9,246,6271,82.71
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,42,19.1,222,5798,77.98
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,52.8,23.2,249,7234,92.34
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,49,20.9,284,6341,83.41
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,60.6,19.3,200,5042,70.42
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,62.6,21.2,246,7684,96.84
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,49,19.9,226,5011,70.11
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,55.4,15.2,193,5868,78.68
Gentoo,Biscoe,zenka,riba,odrasli,zdravi,2022,65.4,21.2,273,5090,70.9
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2022,65.4,21.8,225,6183,81.83
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,50.4,19.8,208,5843,78.43
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,58,22.2,207,5026,70.26
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,53.8,17.8,210,5533,75.33
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2022,51,22.3,236,5842,78.42
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,54.2,18.9,233,7121,91.21
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,62.3,25.5,274,7754,97.54
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,48.3,20.1,235,5950,79.5
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,61.4,21.7,275,9276,112.76
Gentoo,Biscoe,muzjak,riba,juvenilni,zdravi,2022,58.7,22.6,248,5359,73.59
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,81.1,21.6,288,9486,114.86
Gentoo,Biscoe,muzjak,riba,odrasli,zdravi,2022,44.2,20.9,262,6138,81.38
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,74.6,25.2,274,10425,124.25
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,55.2,20,237,6687,86.87
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,61.9,23.8,254,8965,109.65
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,75.8,17.6,267,8822,108.22
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,75.2,21.1,292,7219,92.19
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,61.8,24.3,244,7617,96.17
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,59.2,20.8,228,6239,82.39
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,71.9,19.4,264,8013,100.13
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,58.2,21.5,267,8597,105.97
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,76.5,22.1,258,9254,112.54
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,58.1,23.4,277,7832,98.32
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,63.3,20.9,291,8241,102.41
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,85.3,25.6,268,8938,109.38
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,57.2,25.2,262,7482,94.82
Gentoo,Biscoe,muzjak,riba,odrasli,zdravi,2022,84,20.6,284,6877,88.77
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,52.9,19.6,245,7075,90.75
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,61,21.8,262,8390,103.9
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,58.3,23.9,256,9055,110.55
Gentoo,Biscoe,muzjak,riba,juvenilni,zdravi,2022,55.9,22.1,246,5466,74.66
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,47.9,17.8,247,7017,90.17
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,58,22.7,246,9558,115.58
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,82,24.9,262,7613,96.13
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,63.7,17.2,260,7457,94.57
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,82.3,18.9,274,8464,104.64
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,63.4,22,276,7491,94.91
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,57.9,22.6,271,6778,87.78
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,61.4,22.5,270,7287,92.87
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,51.7,19.1,268,10309,123.09
Gentoo,Biscoe,muzjak,riba,odrasli,zdravi,2022,81.6,23.6,272,7176,91.76
Gentoo,Biscoe,muzjak,riba,juvenilni,zdravi,2022,55.9,20.9,242,5609,76.09
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,73.5,19.2,260,6998,89.98
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,68.8,19.5,209,6567,85.67
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,71.6,27.8,280,8368,103.68
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,69.5,18.9,263,6017,80.17
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,55,23.1,273,8058,100.58
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,57.2,18.2,260,6781,87.81
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,55.3,21.9,247,8205,102.05
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,60.4,18.3,270,6526,85.26
Gentoo,Biscoe,muzjak,riba,odrasli,zdravi,2022,67.1,25,254,6731,87.31
Gentoo,Biscoe,muzjak,riba,odrasli,pretili,2022,83.5,24.1,270,9043,110.43
Gentoo,Biscoe,muzjak,riba,juvenilni,pretili,2022,51,18,251,6496,84.96
Gentoo,Biscoe,zenka,kril,juvenilni,pothranjeni,2022,33,19.5,226,4021,60.21
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,35.2,21.8,227,5646,76.46
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,29.1,22.7,212,4543,65.43
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,32.6,22.3,227,5770,77.7
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,20.5,23.8,195,4840,68.4
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,31.8,20.4,215,5543,75.43
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,32.6,21.7,221,4543,65.43
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,16.8,20.7,190,4678,66.78
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,30.2,20.9,189,5635,76.35
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,23,23.1,184,4252,62.52
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,28.4,20.1,190,4323,63.23
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,39.1,22.9,212,5594,75.94
Gentoo,Biscoe,zenka,kril,juvenilni,pothranjeni,2022,29.1,15.9,198,3796,57.96
Gentoo,Biscoe,zenka,kril,juvenilni,pothranjeni,2022,29.6,20.5,191,3959,59.59
Gentoo,Biscoe,zenka,kril,juvenilni,pothranjeni,2022,31.1,18.9,178,3996,59.96
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,30.9,17.4,194,4112,61.12
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,33,23.8,198,5197,71.97
Gentoo,Biscoe,zenka,kril,odrasli,pretili,2022,36.7,18.4,211,6640,86.4
Gentoo,Biscoe,zenka,kril,juvenilni,pothranjeni,2022,26,19.7,193,4024,60.24
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,26.3,17.8,178,4379,63.79
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,29.3,19.5,182,4221,62.21
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,24,18.4,175,4309,63.09
Gentoo,Biscoe,zenka,kril,odrasli,pothranjeni,2022,30.4,20.6,244,4800,68
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,26.8,19.1,207,4512,65.12
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,38.9,17.1,214,4713,67.13
Gentoo,Biscoe,zenka,kril,odrasli,pothranjeni,2022,32.6,23.1,179,4769,67.69
Gentoo,Biscoe,zenka,kril,juvenilni,pothranjeni,2022,34.5,20.3,192,3440,54.4
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,27.5,17,174,4131,61.31
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,34.4,21.8,189,4448,64.48
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,29,22.5,233,6018,80.18
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,32.1,19.2,195,4502,65.02
Gentoo,Biscoe,zenka,kril,juvenilni,pretili,2022,28.6,16.2,186,5104,71.04
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,31.8,19.7,218,4946,69.46
Gentoo,Biscoe,zenka,kril,odrasli,pothranjeni,2022,30.1,17.2,203,4637,66.37
Gentoo,Biscoe,zenka,kril,odrasli,zdravi,2022,33.8,21.4,225,5480,74.8
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,35.4,20.7,191,4853,68.53
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,25.1,17.6,181,4282,62.82
Gentoo,Biscoe,zenka,kril,juvenilni,zdravi,2022,20.1,19,191,4260,62.6
Gentoo,Biscoe,zenka,kril,juvenilni,pretili,2022,26,21,198,4999,69.99
Gentoo,Biscoe,muzjak,kril,juvenilni,pretili,2022,40.5,18.7,191,6065,80.65
Gentoo,Biscoe,muzjak,kril,juvenilni,pretili,2022,39,24.5,207,5968,79.68
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,33.5,17.8,223,5518,75.18
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,23.6,21.6,232,5311,73.11
Gentoo,Biscoe,muzjak,kril,odrasli,zdravi,2022,31.2,19.9,251,6619,86.19
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,33.5,19.4,229,4681,66.81
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,28.5,21.5,203,5065,70.65
Gentoo,Biscoe,muzjak,kril,juvenilni,pretili,2022,31.8,18.5,199,6225,82.25
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,28.6,19.9,219,5364,73.64
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,34.1,20.1,204,5052,70.52
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,33,18.7,232,5554,75.54
Gentoo,Biscoe,muzjak,kril,odrasli,zdravi,2022,38.2,22.5,239,6440,84.4
Gentoo,Biscoe,muzjak,kril,odrasli,zdravi,2022,28.6,18.9,208,6145,81.45
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,27.3,23,189,5260,72.6
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,36.5,23.7,232,5856,78.56
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,29.2,19.6,210,5453,74.53
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,31.1,23,248,5983,79.83
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,26.1,19.8,187,5592,75.92
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,35.7,18.9,207,4158,61.58
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,33.7,22.7,238,5954,79.54
Gentoo,Biscoe,muzjak,kril,juvenilni,zdravi,2022,37,17.8,173,5306,73.06
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,32.3,18.4,203,4858,68.58
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,36.2,23.1,244,5965,79.65
Gentoo,Biscoe,muzjak,kril,odrasli,pretili,2022,39.6,22.8,227,7205,92.05
Gentoo,Biscoe,muzjak,kril,juvenilni,pretili,2022,24.8,17.5,205,5940,79.4
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,48.3,20.4,221,4937,69.37
Gentoo,Biscoe,muzjak,kril,odrasli,zdravi,2022,36.4,23.3,207,6269,82.69
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,29,20,218,4803,68.03
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,38.2,20.4,206,4194,61.94
Gentoo,Biscoe,muzjak,kril,odrasli,pothranjeni,2022,44.1,21.6,209,5877,78.77
Gentoo,Biscoe,muzjak,kril,odrasli,zdravi,2022,30.9,20.9,236,6674,86.74
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,32.6,18.1,217,4653,66.53
Gentoo,Biscoe,muzjak,kril,odrasli,zdravi,2022,37,19,255,7026,90.26
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,29.7,19.9,218,4202,62.02
Gentoo,Biscoe,muzjak,kril,juvenilni,pretili,2022,30.1,20.6,189,5846,78.46
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,28.7,24,195,4788,67.88
Gentoo,Biscoe,muzjak,kril,juvenilni,pothranjeni,2022,31.8,20.9,239,3558,55.58
Gentoo,Biscoe,muzjak,kril,odrasli,pretili,2022,41.8,20.8,211,8282,102.82
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,32.5,16.9,194,3740,57.4
Gentoo,Biscoe,zenka,roditelji,pilic,pretili,2022,30.4,15.8,149,3852,58.52
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,41,18.1,182,3215,52.15
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,35.5,16.2,186,3240,52.4
Gentoo,Biscoe,zenka,roditelji,pilic,pretili,2022,41.7,19.2,188,4014,60.14
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,29.1,15.4,192,3421,54.21
Gentoo,Biscoe,zenka,roditelji,pilic,pothranjeni,2022,38.4,18.5,187,2937,49.37
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,35.2,20.9,182,3626,56.26
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,34.8,20.5,170,3443,54.43
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,33.4,15.3,161,3524,55.24
Gentoo,Biscoe,zenka,roditelji,pilic,pothranjeni,2022,29.4,19.3,193,2786,47.86
Gentoo,Biscoe,zenka,roditelji,pilic,pothranjeni,2022,38.3,12.6,174,2706,47.06
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,33,13.9,176,3591,55.91
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,36.1,18.2,189,3409,54.09
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,44.7,17.9,180,3363,53.63
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,32.3,18.2,168,3617,56.17
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,33.5,16,163,3266,52.66
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,34.2,14.8,176,3420,54.2
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,33,13.4,181,3365,53.65
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,33.2,15.3,188,3766,57.66
Gentoo,Biscoe,zenka,roditelji,pilic,pothranjeni,2022,38.5,18.3,179,2936,49.36
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,41.6,18.7,180,3306,53.06
Gentoo,Biscoe,zenka,roditelji,pilic,pretili,2022,35.6,17.6,167,3827,58.27
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,38.7,17.4,190,3249,52.49
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,34.1,20.4,210,3536,55.36
Gentoo,Biscoe,zenka,roditelji,pilic,pretili,2022,34,19.8,193,4001,60.01
Gentoo,Biscoe,zenka,roditelji,pilic,zdravi,2022,33,18.9,192,3548,55.48
Gentoo,Biscoe,zenka,roditelji,pilic,pretili,2022,31.2,19.3,184,4142,61.42
Gentoo,Biscoe,muzjak,roditelji,pilic,pretili,2022,45.1,18.7,185,4653,66.53
Gentoo,Biscoe,muzjak,roditelji,pilic,pothranjeni,2022,41.5,16.3,207,3707,57.07
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,38.8,16.7,188,4362,63.62
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,33.8,19.1,200,4371,63.71
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,32.6,19.5,203,3956,59.56
Gentoo,Biscoe,muzjak,roditelji,pilic,pretili,2022,28.8,16,180,4827,68.27
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,42.1,15.8,214,4149,61.49
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,34.4,20.7,186,4167,61.67
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,45.2,19,185,4318,63.18
Gentoo,Biscoe,muzjak,roditelji,pilic,pothranjeni,2022,43.5,19.6,195,3675,56.75
Gentoo,Biscoe,muzjak,roditelji,pilic,pothranjeni,2022,35.7,19.6,204,3786,57.86
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,41.7,15.5,194,4403,64.03
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,35.3,17.3,205,4125,61.25
Gentoo,Biscoe,muzjak,roditelji,pilic,pothranjeni,2022,36.3,20.7,206,3805,58.05
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,32,23.3,184,4054,60.54
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,38.3,17.5,208,4178,61.78
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,33.7,17.8,191,4405,64.05
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,43,19.2,206,4466,64.66
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,34,16,200,4316,63.16
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,32.6,15.5,182,4399,63.99
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,41.4,20.4,194,4023,60.23
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,31.5,15.3,185,4420,64.2
Gentoo,Biscoe,muzjak,roditelji,pilic,pretili,2022,36,19.3,182,4838,68.38
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,42,19.5,168,4325,63.25
Gentoo,Biscoe,muzjak,roditelji,pilic,pretili,2022,41.6,19.7,200,4563,65.63
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,43.5,18.6,194,4364,63.64
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,42.6,20.2,192,4342,63.42
Gentoo,Biscoe,muzjak,roditelji,pilic,zdravi,2022,43.3,15.5,218,3990,59.9
Gentoo,Biscoe,muzjak,roditelji,pilic,pretili,2022,37.4,19.4,190,4569,65.69
Gentoo,Biscoe,zenka,lignje,odrasli,pretili,2022,40.7,21.1,226,6668,86.68
Gentoo,Biscoe,zenka,lignje,odrasli,zdravi,2022,41.7,24.5,207,5511,75.11
Gentoo,Biscoe,zenka,lignje,odrasli,zdravi,2022,50.8,22.4,195,5902,79.02
Gentoo,Biscoe,zenka,lignje,juvenilni,pretili,2022,41.4,19.3,209,5304,73.04
Gentoo,Biscoe,zenka,lignje,odrasli,zdravi,2022,52.5,19.3,237,5632,76.32
Gentoo,Biscoe,zenka,lignje,juvenilni,pretili,2022,36.3,18.5,184,5045,70.45
Gentoo,Biscoe,muzjak,lignje,juvenilni,zdravi,2022,41.7,17.9,207,5522,75.22
Gentoo,Biscoe,muzjak,lignje,odrasli,zdravi,2022,44.8,22.1,254,6786,87.86
Gentoo,Biscoe,muzjak,lignje,odrasli,pretili,2022,40.1,20.7,257,8559,105.59
Gentoo,Biscoe,muzjak,lignje,juvenilni,zdravi,2022,39.9,17,212,5685,76.85
